"ID_BE"|"URL"|"NAME_HN"|"ID_PAT_GR"|"WS_BEW"|"DATUM_BE_VOM"|"NAME_ZVT_BEST"|"ZVT_ZN_A"|"ZVT_ZN_w"|"ATC"
"577"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/581/"|"Piqray"|"1044"|"Alpelisib"|"2021-02-18"|"Therapie nach Maßgabe des Arztes."|"ist nicht belegt"|NA|"L01EM03"
"577"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/581/"|"Piqray"|"1062"|"Alpelisib"|"2021-02-18"|"-	Ribociclib in Kombination mit einem nicht-steroidalen Aromatasehemmer 
oder 
-	Ribociclib in Kombination mit Fulvestrant 
oder 
-	Anastrozol 
oder 
-	Letrozol 
oder 
-	Fulvestrant 
oder 
-	ggf. Tamoxifen, wenn Aromatasehemmer nicht geeignet sind"|"ist nicht belegt"|NA|"L01EM03"
"578"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/590/"|"Cosentyx"|"948"|"Secukinumab"|"2021-02-18"|"ein TNF-alpha-Antagonist (Adalimumab oder Certolizumab Pegol oder Etanercept oder Golimumab oder Infliximab) oder ein Interleukin-Inhibitor (Ixekizumab oder Ustekinumab), ggf. in Kombination mit Methotrexat "|"gering"|"Hinweis"|"L04AC10"
"578"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/590/"|"Cosentyx"|"1041"|"Secukinumab"|"2021-02-18"|"der Wechsel auf ein anderes biologisches krankheitsmodifizierendes Antirheumatikum (Adalimumab oder Certolizumab Pegol oder Etanercept oder Golimumab oder Infliximab oder Ixekizumab oder Ustekinumab), ggf. in Kombination mit Methotrexat "|"ist nicht belegt"|NA|"L04AC10"
"578"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/590/"|"Cosentyx"|"1058"|"Secukinumab"|"2021-02-18"|"ein TNF-alpha-Antagonist (Adalimumab oder Certolizumab Pegol oder Etanercept oder Golimumab oder Infliximab) oder ein Interleukin-Inhibitor (Ixekizumab oder Ustekinumab), ggf. in Kombination mit Methotrexat "|"ist nicht belegt"|NA|"L04AC10"
"579"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/591/"|"Cosentyx"|"949"|"Secukinumab"|"2021-02-18"|"Adalimumab oder Etanercept oder Ustekinumab"|"gering"|"Anhaltspunkt"|"L04AC10"
"580"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/592/"|"Cosentyx"|"950"|"Secukinumab"|"2021-02-18"|"ein TNF-α-Inhibitor (Etanercept oder Adalimumab oder Golimumab oder Certolizumab pegol)"|"ist nicht belegt"|NA|"L04AC10"
"581"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/582/"|"Hepcludex"|"951"|"Bulevirtid"|"2021-02-18"|NA|"nicht quantifizierbar, weil die wissenschaftliche Datengrundlage dies nicht zulässt"|"Anhaltspunkt"|"J05AX28"
"583"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/583/"|"Kaftrio"|"953"|"Ivacaftor/Tezacaftor/Elexacaftor"|"2021-02-18"|"Best-Supportive-Care"|"erheblich"|"Anhaltspunkt"|"R07AX32"
"584"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/584/"|"Kaftrio"|"954"|"Ivacaftor/Tezacaftor/Elexacaftor"|"2021-02-18"|"Lumacaftor/Ivacaftor
oder
Tezacaftor/Ivacaftor in Kombination mit Ivacaftor"|"erheblich"|"Hinweis"|"R07AX32"
"585"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/585/"|"Kalydeco"|"955"|"Ivacaftor"|"2021-02-18"|"Best-Supportive-Care"|"erheblich"|"Anhaltspunkt"|"R07AX02"
"586"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/586/"|"Kalydeco"|"956"|"Ivacaftor"|"2021-02-18"|"Lumacaftor/Ivacaftor
oder
Tezacaftor/Ivacaftor in Kombination mit Ivacaftor"|"erheblich"|"Hinweis"|"R07AX02"
"572"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/576/"|"Selgamis"|"957"|"Trifaroten"|"2021-02-04"|"- eine topische Kombinationstherapie aus Adapalen + Benzoylperoxid
oder
- eine topische Kombinationstherapie aus Clindamycin + Benzoylperoxid
"|"ist nicht belegt"|NA|"D10AD06"
"576"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/587/"|"Rozlytrek"|"964"|"Entrectinib"|"2021-02-18"|"Crizotinib"|"ist nicht belegt"|NA|"L01EX14"
"588"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/588/"|"Rozlytrek"|"965"|"Entrectinib"|"2021-02-18"|"Patientenindividuelle Therapie unter Auswahl von
- Best-Supportive-Care 
und
- chirurgische Resektion, die wahrscheinlich zu schwerer Morbidität führt, für die patientenindividuell ein klinischer Nutzen zu erwarten ist.
"|"ist nicht belegt"|NA|"L01EX14"
"589"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/597/"|"Epclusa"|"969"|"Sofosbuvir/Velpatasvir"|"2021-04-01"|"Ledipasvir/Sofosbuvir"|"ist nicht belegt"|NA|"J05AP55"
"589"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/597/"|"Epclusa"|"1072"|"Sofosbuvir/Velpatasvir"|"2021-04-01"|"Sofosbuvir plus Ribavirin"|"ist nicht belegt"|NA|"J05AP55"
"589"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/597/"|"Epclusa"|"1073"|"Sofosbuvir/Velpatasvir"|"2021-04-01"|"Ledipasvir/Sofosbuvir 
oder 
Glecaprevir/Pibrentasvir

"|"ist nicht belegt"|NA|"J05AP55"
"589"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/597/"|"Epclusa"|"1074"|"Sofosbuvir/Velpatasvir"|"2021-04-01"|"Sofosbuvir plus Ribavirin 
oder 
Glecaprevir/Pibrentasvir"|"ist nicht belegt"|NA|"J05AP55"
"590"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/596/"|"Imfinzi"|"970"|"Durvalumab"|"2021-04-01"|"˗	Cisplatin in Kombination mit Etoposid
oder
˗	Carboplatin in Kombination mit Etoposid
oder
˗	Atezolizumab in Kombination mit Carboplatin und Etoposid"|"gering"|"Anhaltspunkt"|"L01FF03"
"591"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/595/"|"Imbruvica"|"971"|"Ibrutinib"|"2021-04-01"|"Fludarabin in Kombination mit Cyclophosphamid und Rituximab (FCR)"|"beträchtlich"|"Anhaltspunkt"|"L01EL01"
"591"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/595/"|"Imbruvica"|"1059"|"Ibrutinib"|"2021-04-01"|"-	Bendamustin in Kombination mit Rituximab
oder
-	Chlorambucil in Kombination mit Rituximab oder Obinutuzumab"|"ist nicht belegt"|NA|"L01EL01"
"591"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/595/"|"Imbruvica"|"1060"|"Ibrutinib"|"2021-04-01"|"Ibrutinib"|"ist nicht belegt"|NA|"L01EL01"
"594"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/602/"|"Ayvakyt"|"974"|"Avapritinib"|"2021-04-15"|NA|"nicht quantifizierbar, weil die wissenschaftliche Datengrundlage dies nicht zulässt"|"Anhaltspunkt"|"L01EX18"
"595"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/601/"|"Jyseleca"|"975"|"Filgotinib"|"2021-04-15"|"Alternative klassische DMARDs, sofern geeignet (MTX, Leflunomid, Sulfasalazin) als Mono- oder Kombinationstherapie"|"ist nicht belegt"|NA|"L04AF04"
"595"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/601/"|"Jyseleca"|"1089"|"Filgotinib"|"2021-04-15"|"Alternative klassische DMARDs, sofern geeignet (MTX, Leflunomid, Sulfasalazin) als Mono- oder Kombinationstherapie"|"ist nicht belegt"|NA|"L04AF04"
"595"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/601/"|"Jyseleca"|"1090"|"Filgotinib"|"2021-04-15"|"bDMARDs oder tsDMARDs (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib oder Upadacitinib) in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit"|"ist nicht belegt"|NA|"L04AF04"
"595"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/601/"|"Jyseleca"|"1091"|"Filgotinib"|"2021-04-15"|"bDMARDs oder tsDMARDs (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib oder Upadacitinib) in Kombination mit MTX"|"gering"|"Anhaltspunkt"|"L04AF04"
"595"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/601/"|"Jyseleca"|"1092"|"Filgotinib"|"2021-04-15"|"Wechsel der bDMARD- oder tsDMARD-Therapie (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib oder Upadacitinib, in Kombination mit MTX; ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit oder Ungeeignetheit; oder bei Patienten mit schwerer rheumatoider Arthritis Rituximab unter Berücksichtigung der Zulassung) in Abhängigkeit von der Vortherapie."|"ist nicht belegt"|NA|"L04AF04"
"595"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/601/"|"Jyseleca"|"1093"|"Filgotinib"|"2021-04-15"|"Wechsel der bDMARD- oder tsDMARD-Therapie (Abatacept oder Adalimumab oder Baricitinib oder Certolizumab-Pegol oder Etanercept oder Golimumab oder Infliximab oder Sarilumab oder Tocilizumab oder Tofacitinib oder Upadacitinib, in Kombination mit MTX; oder bei Patienten mit schwerer rheumatoider Arthritis Rituximab unter Berücksichtigung der Zulassung) in Abhängigkeit von der Vortherapie."|"ist nicht belegt"|NA|"L04AF04"
"598"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/604/"|"Nilemdo"|"985"|"Bempedoinsäure"|"2021-04-15"|"maximal tolerierte medikamentöse Therapie nach Maßgabe des Arztes unter Berücksichtigung von Statinen, Cholesterinresorptionshemmern und Anionenaustauschern"|"ist nicht belegt"|NA|"C10AX15"
"598"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/604/"|"Nilemdo"|"1087"|"Bempedoinsäure"|"2021-04-15"|"Evolocumab* oder LDL-Apherese (als „ultima ratio“ bei therapierefraktären Verläufen) ggf. mit begleitender medikamentöser lipidsenkender Therapie.

* Die Vorgaben hinsichtlich der Verordnungseinschränkung der Arzneimittel-Richtlinie (AM-RL) Anlage III sind zu beachten."|"ist nicht belegt"|NA|"C10AX15"
"599"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/605/"|"Nustendi"|"986"|"Bempedoinsäure/Ezetimib"|"2021-04-15"|"maximal tolerierte medikamentöse Therapie nach Maßgabe des Arztes unter Berücksichtigung von Statinen, Cholesterinresorptionshemmern und Anionenaustauschern"|"ist nicht belegt"|NA|"C10BA10"
"599"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/605/"|"Nustendi"|"1088"|"Bempedoinsäure/Ezetimib"|"2021-04-15"|"Evolocumab* oder LDL-Apherese (als „ultima ratio“ bei therapierefraktären Verläufen) ggf. mit begleitender medikamentöser lipidsenkender Therapie.

* Die Vorgaben hinsichtlich der Verordnungseinschränkung der Arzneimittel-Richtlinie (AM-RL) Anlage III sind zu beachten."|"ist nicht belegt"|NA|"C10BA10"
"601"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/608/"|"Olumiant"|"989"|"Baricitinib"|"2021-05-06"|"Dupilumab"|"ist nicht belegt"|NA|"L04AF02"
"602"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/580/"|"Lynparza"|"997"|"Olaparib"|"2021-06-03"|"Beobachtendes Abwarten"|"ist nicht belegt"|NA|"L01XK01"
"604"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/610/"|"Calquence"|"999"|"Acalabrutinib"|"2021-06-03"|"Fludarabin in Kombination mit Cyclophosphamid und Rituximab (FCR)"|"ist nicht belegt"|NA|"L01EL02"
"604"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/610/"|"Calquence"|"1135"|"Acalabrutinib"|"2021-06-03"|"Bendamustin in Kombination mit Rituximab
oder
Chlorambucil in Kombination mit Rituximab oder Obinutuzumab"|"gering"|"Anhaltspunkt"|"L01EL02"
"604"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/610/"|"Calquence"|"1136"|"Acalabrutinib"|"2021-06-03"|"Ibrutinib"|"ist nicht belegt"|NA|"L01EL02"
"605"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/611/"|"Calquence"|"1000"|"Acalabrutinib"|"2021-06-03"|"Fludarabin in Kombination mit Cyclophosphamid und Rituximab (FCR)"|"ist nicht belegt"|NA|"L01EL02"
"605"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/611/"|"Calquence"|"1137"|"Acalabrutinib"|"2021-06-03"|"Bendamustin in Kombination mit Rituximab
oder
Chlorambucil in Kombination mit Rituximab oder Obinutuzumab
"|"gering"|"Anhaltspunkt"|"L01EL02"
"605"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/611/"|"Calquence"|"1138"|"Acalabrutinib"|"2021-06-03"|"Ibrutinib"|"ist nicht belegt"|NA|"L01EL02"
"606"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/609/"|"Calquence"|"1001"|"Acalabrutinib"|"2021-08-05"|"eine patientenindividuelle Therapie unter Auswahl von 
• Rituximab in Kombination mit Fludarabin und Cyclophosphamid (FCR), 
• Rituximab in Kombination mit Bendamustin (BR), 
• Venetoclax in Kombination mit Rituximab und 
• Rituximab in Kombination mit Chlorambucil (ClbR); 
unter Berücksichtigung der molekular-zytogenetischen Eigenschaften der Erkrankung, des Allgemeinzustandes sowie Erfolg und Verträglichkeit der Vortherapie
"|"ist nicht belegt"|NA|"L01EL02"
"606"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/609/"|"Calquence"|"1139"|"Acalabrutinib"|"2021-08-05"|"˗ Ibrutinib
oder
˗ Idelalisib in Kombination mit Rituximab
oder
˗ Best-Supportive-Care (nur für Patienten, bei denen eine vorangehende Therapie mit Ibrutinib oder Idelalisib in Kombination mit Rituximab versagt hat)"|"beträchtlich"|"Anhaltspunkt"|"L01EL02"
"606"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/609/"|"Calquence"|"1140"|"Acalabrutinib"|"2021-08-05"|"˗	eine patientenindividuelle Therapie unter Auswahl von 
•	Ibrutinib,
•	Idelalisib in Kombination mit Rituximab,
•	Venetoclax in Kombination mit Rituximab,
•	Rituximab in Kombination mit Fludarabin und Cyclophosphamid (FCR),
•	Rituximab in Kombination mit Bendamustin (BR),
•	Rituximab in Kombination mit Chlorambucil (ClbR),
•	Ibrutinib in Kombination mit BR und 
•	Best-Supportive-Care
unter Berücksichtigung der molekular-zytogenetischen Eigenschaften der Erkrankung, des Allgemeinzustandes sowie Erfolg und Verträglichkeit der Vortherapie"|"gering"|"Anhaltspunkt"|"L01EL02"
"606"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/609/"|"Calquence"|"1215"|"Acalabrutinib"|"2021-08-05"|"eine patientenindividuelle Therapie unter Auswahl von 
• Rituximab in Kombination mit Fludarabin und Cyclophosphamid (FCR), 
• Rituximab in Kombination mit Bendamustin (BR), 
• Venetoclax in Kombination mit Rituximab und 
• Rituximab in Kombination mit Chlorambucil (ClbR); 
unter Berücksichtigung der molekular-zytogenetischen Eigenschaften der Erkrankung, des Allgemeinzustandes sowie Erfolg und Verträglichkeit der Vortherapie
"|"ist nicht belegt"|NA|"L01EL02"
"606"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/609/"|"Calquence"|"1216"|"Acalabrutinib"|"2021-08-05"|"˗	eine patientenindividuelle Therapie unter Auswahl von 
•	Ibrutinib,
•	Idelalisib in Kombination mit Rituximab,
•	Venetoclax in Kombination mit Rituximab,
•	Rituximab in Kombination mit Fludarabin und Cyclophosphamid (FCR),
•	Rituximab in Kombination mit Bendamustin (BR),
•	Rituximab in Kombination mit Chlorambucil (ClbR),
•	Ibrutinib in Kombination mit BR und 
•	Best-Supportive-Care
unter Berücksichtigung der molekular-zytogenetischen Eigenschaften der Erkrankung, des Allgemeinzustandes sowie Erfolg und Verträglichkeit der Vortherapie"|"ist nicht belegt"|NA|"L01EL02"
"607"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/612/"|"Arikayce liposomal"|"1002"|"Amikacin"|"2021-05-20"|NA|"nicht quantifizierbar, weil die wissenschaftliche Datengrundlage dies nicht zulässt"|"Anhaltspunkt"|"J01GB06"
"608"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/613/"|"Tecentriq"|"1003"|"Atezolizumab"|"2021-05-20"|"Sorafenib oder Lenvatinib"|"beträchtlich"|"Hinweis"|"L01FF05"
"608"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/613/"|"Tecentriq"|"1118"|"Atezolizumab"|"2021-05-20"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"L01FF05"
"609"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/616/"|"Kalydeco"|"1004"|"Ivacaftor"|"2021-05-20"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"R07AX02"
"610"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/620/"|"Zejula"|"1005"|"Niraparib"|"2021-05-20"|"Eine Therapie nach Maßgabe des Arztes unter Berücksichtigung von
-	Beobachtendem Abwarten (nach einer Vortherapie mit Carboplatin in Kombination mit Paclitaxel)
-	Bevacizumab (nur nach einer Vortherapie mit Carboplatin in Kombination mit Paclitaxel und Bevacizumab)
"|"ist nicht belegt"|NA|"L01XK02"
"611"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/623/"|"Symkevi"|"1006"|"Tezacaftor/Ivacaftor"|"2021-05-20"|"Lumacaftor/Ivacaftor"|"ist nicht belegt"|NA|"R07AX31"
"612"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/624/"|"Symkevi"|"1007"|"Tezacaftor/Ivacaftor"|"2021-05-20"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"R07AX31"
"613"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/621/"|"Vyndaqel"|"1008"|"Tafamidis"|"2021-05-20"|"Patisiran"|"ist nicht belegt"|NA|"N07XX08"
"614"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/622/"|"Vyndaqel"|"1009"|"Tafamidis"|"2021-05-20"|"Best-Supportive-Care"|"beträchtlich"|"Hinweis"|"N07XX08"
"615"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/615/"|"Forxiga"|"1010"|"Dapagliflozin"|"2021-05-20"|"Eine optimierte Standardtherapie zur Behandlung der symptomatischen, chronischen Herzinsuffizienz und der zugrundeliegenden Erkrankungen, wie z. B. Hypertonie, Herzrhythmusstörungen, Koronare Herzkrankheit, Diabetes mellitus, Hypercholesterinämie sowie der Begleitsymptome"|"beträchtlich"|"Anhaltspunkt"|"A10BK01"
"616"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/627/"|"Lynparza"|"1011"|"Olaparib"|"2021-06-03"|"Patientenindividuelle Therapie unter Auswahl von Abirateron, Enzalutamid, Cabazitaxel und Docetaxel; unter Berücksichtigung der Vortherapien sowie unter Beachtung der Zulassung der jeweiligen Arzneimittel."|"beträchtlich"|"Anhaltspunkt"|"L01XK01"
"618"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/617/"|"Kalydeco"|"1013"|"Ivacaftor"|"2021-05-20"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"R07AX02"
"619"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/618/"|"Kalydeco"|"1014"|"Ivacaftor"|"2021-05-20"|"Lumacaftor/Ivacaftor"|"ist nicht belegt"|NA|"R07AX02"
"620"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/619/"|"Kalydeco"|"1015"|"Ivacaftor"|"2021-05-20"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"R07AX02"
"621"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/626/"|"Tremfya"|"1016"|"Guselkumab"|"2021-05-20"|"ein TNF-alpha-Antagonist (Adalimumab oder Certolizumab Pegol oder Etanercept oder Golimumab oder Infliximab) oder ein Interleukin-Inhibitor (Ixekizumab oder Secukinumab oder Ustekinumab), ggf. in Kombination mit Methotrexat"|"ist nicht belegt"|NA|"L04AC16"
"621"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/626/"|"Tremfya"|"1111"|"Guselkumab"|"2021-05-20"|"der Wechsel auf ein anderes biologisches krankheitsmodifizierendes Antirheumatikum (Adalimumab oder Certolizumab Pegol oder Etanercept oder Golimumab oder Infliximab oder Ixekizumab oder Secukinumab oder Ustekinumab), ggf. in Kombination mit Methotrexat"|"ist nicht belegt"|NA|"L04AC16"
"622"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/629/"|"Kanuma"|"1017"|"Sebelipase alfa"|"2021-06-03"|NA|"nicht quantifizierbar, weil die wissenschaftliche Datengrundlage dies nicht zulässt"|"Anhaltspunkt"|"A16AB14"
"622"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/629/"|"Kanuma"|"1125"|"Sebelipase alfa"|"2021-06-03"|NA|"nicht quantifizierbar, weil die wissenschaftliche Datengrundlage dies nicht zulässt"|"Anhaltspunkt"|"A16AB14"
"623"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/632/"|"Fycompa"|"1023"|"Perampanel"|"2021-06-03"|"Eine patientenindividuelle antiepileptische Zusatztherapie, soweit medizinisch indiziert und falls jeweils noch keine Pharmakoresistenz (im Sinne eines nicht ausreichenden Ansprechens), Unverträglichkeit oder Kontraindikation bekannt ist, unter Auswahl von 
Eslicarbazepin, Gabapentin, Lacosamid, Lamotrigin, Levetiracetam, Oxcarbazepin, Topiramat, Valproinsäure, Zonisamid, Brivaracetam 
unter Berücksichtigung der Basis- und (den) Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel sowie der etwaig einhergehenden Nebenwirkungen."|"ist nicht belegt"|NA|"N03AX22"
"624"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/631/"|"Opdivo"|"1024"|"Nivolumab"|"2021-06-03"|"Pembrolizumab als Monotherapie"|"ist nicht belegt"|NA|"L01FF01"
"624"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/631/"|"Opdivo"|"1124"|"Nivolumab"|"2021-06-03"|"-	Cisplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed (außer bei überwiegend plattenepithelialer Histologie))
oder
-	Carboplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed (außer bei überwiegend plattenepithelialer Histologie)) vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie
oder
-	Carboplatin in Kombination mit nab-Paclitaxel
oder
-	Pembrolizumab in Kombination mit Pemetrexed und platinhaltiger Chemotherapie (nur für Patienten mit nicht-plattenepithelialer Histologie)
oder
-	Pembrolizumab in Kombination mit Carboplatin und entweder Paclitaxel oder nab-Paclitaxel (nur für Patienten mit plattenepithelialer Histologie)"|"gering"|"Hinweis"|"L01FF01"
"625"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/630/"|"Yervoy"|"1025"|"Ipilimumab"|"2021-06-03"|"Pembrolizumab als Monotherapie"|"ist nicht belegt"|NA|"L01FX04"
"625"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/630/"|"Yervoy"|"1128"|"Ipilimumab"|"2021-06-03"|"-	Cisplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed (außer bei überwiegend plattenepithelialer Histologie))
oder
-	Carboplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed (außer bei überwiegend plattenepithelialer Histologie)) vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie
oder
-	Carboplatin in Kombination mit nab-Paclitaxel
oder
-	Pembrolizumab in Kombination mit Pemetrexed und platinhaltiger Chemotherapie (nur für Patienten mit nicht-plattenepithelialer Histologie)
oder
-	Pembrolizumab in Kombination mit Carboplatin und entweder Paclitaxel oder nab-Paclitaxel (nur für Patienten mit plattenepithelialer Histologie)"|"gering"|"Hinweis"|"L01FX04"
"626"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/633/"|"Fycompa"|"1026"|"Perampanel"|"2021-06-03"|"Eine patientenindividuelle antiepileptische Zusatztherapie, soweit medizinisch indiziert und falls jeweils noch keine Pharmakoresistenz (im Sinne eines nicht ausreichenden Ansprechens), Unverträglichkeit oder Kontraindikation bekannt ist, unter Auswahl von
Clobazam, Lamotrigin, Topiramat, Valproinsäure 
unter Berücksichtigung der Basis- und (den) Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel sowie der etwaig einhergehenden Nebenwirkungen."|"ist nicht belegt"|NA|"N03AX22"
"627"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/634/"|"Velphoro"|"1027"|"Sucroferric Oxyhydroxide"|"2021-06-03"|"Eine Therapie nach Maßgabe des Arztes.
Neben Sevelamercarbonat stellen auch Kalzium-haltige Phosphatbinder (alleine oder in Kombination) geeignete Komparatoren für die vorliegende Nutzenbewertung im Rahmen einer Therapie nach Maßgabe des Arztes dar. Im vorliegenden Anwendungsgebiet sind jedoch Sevelamercarbonat für Kinder unter 6 Jahren oder mit einer Körperoberfläche ≤ 0,75 m² sowie Kalzium-haltige Phosphatbinder nicht zugelassen."|"ist nicht belegt"|NA|"V03AE05"
"628"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/625/"|"Spinraza"|"1028"|"Nusinersen"|"2021-05-20"|"Best-Supportive-Care"|"erheblich"|"Hinweis"|"M09AX07"
"628"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/625/"|"Spinraza"|"1120"|"Nusinersen"|"2021-05-20"|"Best-Supportive-Care"|"beträchtlich"|"Anhaltspunkt"|"M09AX07"
"628"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/625/"|"Spinraza"|"1121"|"Nusinersen"|"2021-05-20"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"M09AX07"
"628"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/625/"|"Spinraza"|"1122"|"Nusinersen"|"2021-05-20"|"Best-Supportive-Care"|"erheblich"|"Anhaltspunkt"|"M09AX07"
"628"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/625/"|"Spinraza"|"1123"|"Nusinersen"|"2021-05-20"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"M09AX07"
