"ID_BE"|"URL"|"NAME_HN"|"ID_PAT_GR"|"WS_BEW"|"DATUM_BE_VOM"|"NAME_ZVT_BEST"|"ZVT_ZN_A"|"ZVT_ZN_w"|"ATC"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"2125"|"Semaglutid"|"2019-05-02"|"• Humaninsulin + Metformin oder • nur Humaninsulin, wenn Metformin gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam ist"|"ist nicht belegt"|NA|"A10BJ06"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"2126"|"Semaglutid"|"2019-05-02"|"• Humaninsulin + Metformin oder • Humaninsulin + Empagliflozin oder  • Humaninsulin + Liraglutid oder • Humaninsulin, wenn die bestimmten Kombinationspartner gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind"|"gering"|"Anhaltspunkt"|"A10BJ06"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"2127"|"Semaglutid"|"2019-05-02"|"• Die Optimierung des Humaninsulinregimes (ggf. + Metformin)"|"ist nicht belegt"|NA|"A10BJ06"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"2128"|"Semaglutid"|"2019-05-02"|"Die Optimierung des Humaninsulinregimes (ggf. + Metformin oder Empagliflozin oder Liraglutid)"|"gering"|"Anhaltspunkt"|"A10BJ06"
"409"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/411/"|"Aimovig"|"1040"|"Erenumab"|"2019-05-02"|"Best-Supportive-Care"|"beträchtlich"|"Anhaltspunkt"|"N02CD01"
"410"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/407/"|"Praluent"|"728"|"Alirocumab"|"2019-05-02"|"maximal tolerierte medikamentöse und diätetische Therapie zur Lipidsenkung"|"ist nicht belegt"|NA|"C10AX14"
"410"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/407/"|"Praluent"|"1113"|"Alirocumab"|"2019-05-02"|"maximal tolerierte medikamentöse und diätetische Therapie zur Lipidsenkung"|"ist nicht belegt"|NA|"C10AX14"
"410"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/407/"|"Praluent"|"1114"|"Alirocumab"|"2019-05-02"|"andere (als Statine) Lipidsenker (Fibrate oder Anionenaustauscher oder Cholesterinresorptionshemmer) als Monotherapie und diätetische Therapie zur Lipidsenkung"|"ist nicht belegt"|NA|"C10AX14"
"410"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/407/"|"Praluent"|"1115"|"Alirocumab"|"2019-05-02"|"andere (als Statine) Lipidsenker (Fibrate oder Anionenaustauscher oder Cholesterinresorptionshemmer) als Monotherapie und diätetische Therapie zur Lipidsenkung"|"ist nicht belegt"|NA|"C10AX14"
"412"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/414/"|"Ilumetri"|"730"|"Tildrakizumab"|"2019-05-02"|"Adalimumab oder Guselkumab oder Ixekizumab oder Secukinumab"|"ist nicht belegt"|NA|"L04AC17"
"412"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/414/"|"Ilumetri"|"1395"|"Tildrakizumab"|"2019-05-02"|"Adalimumab oder Guselkumab oder Infliximab oder Ixekizumab oder Secukinumab oder Ustekinumab"|"ist nicht belegt"|NA|"L04AC17"
"413"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/413/"|"Elebrato Ellipta"|"731"|"Vilanterol/Umeclidinium/Fluticason"|"2019-05-02"|"langwirksamen Beta2-Agonisten (LABA) und langwirksame Muscarinrezeptor-Antagonisten (LAMA) und inhalative Corticoide (ICS)"|"ist nicht belegt"|NA|"R03AL08"
"414"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/415/"|"Tresiba"|"732"|"Insulin degludec"|"2019-05-16"|"Humaninsulin + Metformin oder
• Humaninsulin + Empagliflozin oder
• Humaninsulin + Liraglutid oder
• Humaninsulin, wenn die bestimmten Kombinationspartner gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"ist nicht belegt"|NA|"A10AE06"
"414"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/415/"|"Tresiba"|"1316"|"Insulin degludec"|"2019-05-16"|"Die Optimierung des Humaninsulinregimes (ggf. + Metformin oder Empagliflozin oder Liraglutid)

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"ist nicht belegt"|NA|"A10AE06"
"417"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/418/"|"Venclyxto"|"735"|"Venetoclax"|"2019-05-16"|"Eine patientenindividuelle Chemo-Immuntherapie unter Auswahl von Bendamustin, Chlorambucil, Fludarabin mit Cyclophosphamid und Ibrutinib mit Bendamustin, jeweils in Kombination mit Rituximab, sowie unter Berücksichtigung des Allgemeinzustandes sowie Erfolg und Verträglichkeit der Vortherapie."|"gering"|"Hinweis"|"L01XX52"
"417"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/418/"|"Venclyxto"|"1698"|"Venetoclax"|"2019-05-16"|"Eine patientenindividuelle Chemo-Immuntherapie unter Auswahl von Bendamustin, Chlorambucil, Fludarabin mit Cyclophosphamid und Ibrutinib mit Bendamustin, jeweils in Kombination mit Rituximab, sowie unter Berücksichtigung des Allgemeinzustandes sowie Erfolg und Verträglichkeit der Vortherapie."|"ist nicht belegt"|NA|"L01XX52"
"417"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/418/"|"Venclyxto"|"1699"|"Venetoclax"|"2019-05-16"|"Ibrutinib
oder
Idelalisib + Rituximab
oder
Best-Supportive-Care (nur für Patienten, bei denen eine vorangehende Therapie mit Ibrutinib oder Idelalisib + Rituximab versagt hat)"|"ist nicht belegt"|NA|"L01XX52"
"418"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/419/"|"Venclyxto"|"736"|"Venetoclax"|"2019-05-16"|"Ibrutinib
oder
Idelalisib + Rituximab
oder
Best-Supportive-Care (nur für Patienten, bei denen eine vorangehende Therapie mit Ibrutinib oder Idelalisib + Rituximab versagt hat)
"|"ist nicht belegt"|NA|"L01XX52"
"418"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/419/"|"Venclyxto"|"1700"|"Venetoclax"|"2019-05-16"|"Ibrutinib
oder
Idelalisib + Rituximab
oder
Best-Supportive-Care"|"ist nicht belegt"|NA|"L01XX52"
"435"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/468/"|"Blincyto"|"749"|"Blinatumomab"|"2019-08-15"|NA|"nicht quantifizierbar"|NA|"L01FX07"
"421"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/425/"|"Gilenya"|"739"|"Fingolimod"|"2019-06-20"|"Therapie nach Maßgabe des Arztes"|"ist nicht belegt"|NA|"L04AE01"
"421"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/425/"|"Gilenya"|"1442"|"Fingolimod"|"2019-06-20"|"Interferon beta-1a oder Interferon beta-1b oder Glatirameracetat, unter Berücksichtigung des Zulassungsstatus"|"nicht quantifizierbar"|"Anhaltspunkt"|"L04AE01"
"421"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/425/"|"Gilenya"|"1443"|"Fingolimod"|"2019-06-20"|"Interferon beta-1a oder Interferon beta-1b oder Glatirameracetat, unter Berücksichtigung des Zulassungsstatus"|"nicht quantifizierbar"|"Anhaltspunkt"|"L04AE01"
"421"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/425/"|"Gilenya"|"1444"|"Fingolimod"|"2019-06-20"|"Therapie nach Maßgabe des Arztes"|"ist nicht belegt"|NA|"L04AE01"
"420"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/422/"|"Cabometyx "|"738"|"Cabozantinib"|"2019-06-06"|"Best-Supportive-Care"|"gering"|"Anhaltspunkt"|"L01EX07"
"422"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/426/"|"Tecentriq"|"740"|"Atezolizumab"|"2019-06-20"|"Eine Chemotherapie nach Maßgabe des Arztes."|"ist nicht belegt"|NA|"L01FF05"
"386"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/395/"|"Lenvima"|"865"|"Lenvatinib"|"2019-03-22"|"Sorafenib"|"ist nicht belegt"|NA|"L01EX08"
"386"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/395/"|"Lenvima"|"866"|"Lenvatinib"|"2019-03-22"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"L01EX08"
"388"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/396/"|"Vyxeos"|"706"|"Daunorubicin/Cytarabin liposomal"|"2019-03-22"|NA|"beträchtlich"|NA|"L01XY01"
"389"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/388/"|"Tafinlar"|"707"|"Dabrafenib"|"2019-03-22"|"Beobachtendes Abwarten"|"beträchtlich"|"Hinweis"|"L01EC02"
"390"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/387/"|"Mekinist"|"708"|"Trametinib"|"2019-03-22"|"Beobachtendes Abwarten"|"beträchtlich"|"Hinweis"|"L01EE01"
"391"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/391/"|"Myalepta"|"709"|"Metreleptin"|"2019-03-22"|NA|"nicht quantifizierbar"|NA|"A16AA07"
"391"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/391/"|"Myalepta"|"1119"|"Metreleptin"|"2019-03-22"|NA|"nicht quantifizierbar"|NA|"A16AA07"
"392"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/400/"|"Cablivi"|"710"|"Caplacizumab"|"2019-03-22"|NA|"nicht quantifizierbar"|NA|"B01AX07"
"393"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/392/"|"Mektovi"|"711"|"Binimetinib"|"2019-03-22"|"- Vemurafenib in Kombination mit Cobimetinib
oder
- Dabrafenib in Kombination mit Trametinib"|"ist nicht belegt"|NA|"L01EE03"
"393"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/392/"|"Mektovi"|"1555"|"Binimetinib"|"2019-03-22"|"Eine patientenindividuelle Therapie nach Maßgabe des behandelnden Arztes in Abhängigkeit von der jeweiligen Vortherapie und unter Berücksichtigung des Zulassungsstatus (hiervon ausgenommen: Dacarbazin und Lomustin)."|"ist nicht belegt"|NA|"L01EE03"
"394"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/393/"|"Braftovi"|"712"|"Encorafenib"|"2019-03-22"|"- Vemurafenib in Kombination mit Cobimetinib
oder
- Dabrafenib in Kombination mit Trametinib"|"ist nicht belegt"|NA|"L01EC03"
"394"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/393/"|"Braftovi"|"1554"|"Encorafenib"|"2019-03-22"|"Eine patientenindividuelle Therapie nach Maßgabe des behandelnden Arztes in Abhängigkeit von der jeweiligen Vortherapie und unter Berücksichtigung des Zulassungsstatus (hiervon ausgenommen: Dacarbazin und Lomustin)."|"ist nicht belegt"|NA|"L01EC03"
"396"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/389/"|"Onpattro"|"714"|"Patisiran"|"2019-03-22"|NA|"beträchtlich"|NA|"N07XX12"
"397"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/401/"|"Mepsevii"|"715"|"Vestronidase alfa"|"2019-03-22"|NA|"nicht quantifizierbar"|NA|"A16AB18"
"398"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/398/"|"Januvia"|"466"|"Sitagliptin"|"2019-03-22"|"− Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder
− Metformin + Empagliflozin oder
− Metformin + Liraglutid

Hinweis: Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"gering"|"Anhaltspunkt"|"A10BH01"
"436"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/442/"|"Lenvima"|"1433"|"Lenvatinib"|"2019-08-15"|"Sorafenib"|"ist nicht belegt"|NA|"L01EX08"
"437"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/443/"|"Blincyto"|"869"|"Blinatumomab"|"2019-08-15"|NA|"nicht quantifizierbar"|NA|"L01FX07"
"463"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/431/"|"Kalydeco"|"801"|"Ivacaftor"|"2020-02-20"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"R07AX02"
"463"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/431/"|"Kalydeco"|"802"|"Ivacaftor"|"2020-02-20"|"Best-Supportive-Care"|"beträchtlich"|"Anhaltspunkt"|"R07AX02"
"1"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/18/"|"Brilique"|"595"|"Ticagrelor"|"2011-12-15"|"Clopidogrel + ASS"|"beträchtlich"|"Beleg"|"B01AC24"
"1"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/18/"|"Brilique"|"980"|"Ticagrelor"|"2011-12-15"|"Clopidogrel + ASS"|"ist nicht belegt"|NA|"B01AC24"
"1"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/18/"|"Brilique"|"981"|"Ticagrelor"|"2011-12-15"|"Prasugrel + ASS"|"ist nicht belegt"|NA|"B01AC24"
"1"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/18/"|"Brilique"|"982"|"Ticagrelor"|"2011-12-15"|"ASS-Monotherapie"|"ist nicht belegt"|NA|"B01AC24"
"424"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/423/"|"Jivi"|"742"|"Damoctocog alfa pegol"|"2019-06-20"|"Rekombinante oder aus humanem Plasma gewonnene Blutgerinnungsfaktor-VIII-Präparate"|"ist nicht belegt"|NA|"B02BD39"
"425"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/428/"|"Pifeltro"|"743"|"Doravirin"|"2019-07-04"|"Rilpivirin in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin 
oder 
Dolutegravir in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin"|"ist nicht belegt"|NA|"J05AG06"
"425"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/428/"|"Pifeltro"|"1271"|"Doravirin"|"2019-07-04"|"Individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen"|"ist nicht belegt"|NA|"J05AG06"
"426"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/429/"|"Delstrigo"|"744"|"Doravirin/Lamivudin/Tenofovirdisoproxil"|"2019-07-04"|"Rilpivirin in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin 
oder 
Dolutegravir in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin"|"ist nicht belegt"|NA|"J05AR24"
"426"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/429/"|"Delstrigo"|"1272"|"Doravirin/Lamivudin/Tenofovirdisoproxil"|"2019-07-04"|"Individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen"|"ist nicht belegt"|NA|"J05AR24"
"430"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/434/"|"Alunbrig"|"746"|"Brigatinib"|"2019-07-04"|"Ceritinib oder Alectinib"|"ist nicht belegt"|NA|"L01ED04"
"373"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/375/"|"Biktarvy"|"751"|"Bictegravir/Emtricitabin/Tenofoviralafenamid"|"2018-12-20"|"Rilpivirin in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin 
oder 
Dolutegravir in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin"|"ist nicht belegt"|NA|"J05AR20"
"373"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/375/"|"Biktarvy"|"752"|"Bictegravir/Emtricitabin/Tenofoviralafenamid"|"2018-12-20"|"Eine individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen."|"ist nicht belegt"|NA|"J05AR20"
"470"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/470/"|"Xigduo"|"761"|"Dapagliflozin/Metformin"|"2019-12-19"|"Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder Metformin + Empagliflozin"|"ist nicht belegt"|NA|"A10BD15"
"470"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/470/"|"Xigduo"|"763"|"Dapagliflozin/Metformin"|"2019-12-19"|"Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder Metformin + Empagliflozin oder Metformin + Liraglutid

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"gering"|"Anhaltspunkt"|"A10BD15"
"470"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/470/"|"Xigduo"|"771"|"Dapagliflozin/Metformin"|"2019-12-19"|"Humaninsulin + Metformin"|"ist nicht belegt"|NA|"A10BD15"
"470"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/470/"|"Xigduo"|"921"|"Dapagliflozin/Metformin"|"2019-12-19"|"Humaninsulin + Metformin oder Humaninsulin + Empagliflozin oder Humaninsulin + Liraglutid oder Humaninsulin, wenn die bestimmten Kombinationspartner gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind.

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"gering"|"Anhaltspunkt"|"A10BD15"
"470"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/470/"|"Xigduo"|"922"|"Dapagliflozin/Metformin"|"2019-12-19"|"Die Optimierung des Humaninsulinregimes (ggf. + Metformin)"|"ist nicht belegt"|NA|"A10BD15"
"470"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/470/"|"Xigduo"|"923"|"Dapagliflozin/Metformin"|"2019-12-19"|"Die Optimierung des Humaninsulinregimes (ggf. + Metformin oder Empagliflozin oder Liraglutid)

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"gering"|"Anhaltspunkt"|"A10BD15"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"762"|"Dapagliflozin"|"2019-12-19"|"Sulfonylharnstoff (Glibenclamid oder Glimepirid)"|"ist nicht belegt"|NA|"A10BK01"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"764"|"Dapagliflozin"|"2019-12-19"|"Sulfonylharnstoff (Glibenclamid oder Glimepirid)"|"ist nicht belegt"|NA|"A10BK01"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"765"|"Dapagliflozin"|"2019-12-19"|"Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder Metformin + Empagliflozin"|"ist nicht belegt"|NA|"A10BK01"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"766"|"Dapagliflozin"|"2019-12-19"|"Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder Metformin + Empagliflozin oder Metformin + Liraglutid

Hinweis: Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"gering"|"Anhaltspunkt"|"A10BK01"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"767"|"Dapagliflozin"|"2019-12-19"|"Humaninsulin + Metformin oder nur Humaninsulin, wenn Metformin gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam ist"|"ist nicht belegt"|NA|"A10BK01"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"768"|"Dapagliflozin"|"2019-12-19"|"Humaninsulin + Metformin oder Humaninsulin + Empagliflozin oder Humaninsulin + Liraglutid oder Humaninsulin, wenn die bestimmten Kombinationspartner gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"gering"|"Anhaltspunkt"|"A10BK01"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"769"|"Dapagliflozin"|"2019-12-19"|"Die Optimierung des Humaninsulinregimes (ggf. + Metformin)"|"ist nicht belegt"|NA|"A10BK01"
"471"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/469/"|"Forxiga"|"770"|"Dapagliflozin"|"2019-12-19"|"Die Optimierung des Humaninsulinregimes (ggf. + Metformin oder Empagliflozin oder Liraglutid)

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"gering"|"Anhaltspunkt"|"A10BK01"
